gene-chr,gene-start,gene-end,mRNA-start,mRNA-end,gene-ID,Genbank,Product,mRNALength
NC_035783.1,30008046,30015461,30008046,30015461,111130445,XM_022477519.1,MAM and LDL-receptor class A domain-containing protein 1-like,7415
NC_035783.1,30015461,30018355,30015461,30018355,111130447,XM_022477523.1,uncharacterized LOC111130447,2894
NC_035783.1,30021061,30022341,30021061,30022341,111130448,XM_022477524.1,uncharacterized LOC111130448,1280
NC_035783.1,30021782,30030238,30021782,30030238,111130446,XM_022477522.1,uncharacterized LOC111130446,8456
NC_035783.1,30043571,30056353,30043571,30056353,111127800,XM_022473048.1,protein misato homolog 1-like,12782
NC_035783.1,30058225,30060912,30058225,30060912,111128115,XM_022473571.1,polyubiquitin-C-like,2687
NC_035783.1,30063224,30066641,30063224,30066641,111130641,XM_022477808.1,tubulin-specific chaperone A-like,3417
NC_035783.1,30071031,30075586,30071031,30075586,111128302,XM_022473857.1,5-formyltetrahydrofolate cyclo-ligase-like,4555
NC_035783.1,30082473,30094073,30082473,30094073,111131357,XM_022478839.1,uncharacterized LOC111131357,11600
NC_035783.1,30099894,30101704,30099894,30101704,111128426,XM_022474027.1,uncharacterized LOC111128426,1810
NC_035783.1,30106052,30111631,30106052,30111631,111131069,XM_022478405.1,uncharacterized LOC111131069,5579
NC_035783.1,30117476,30130139,30117476,30130139,111131012,XM_022478331.1,CWF19-like protein 2,12663
NC_035783.1,30140290,30154528,30140290,30154528,111128451,XM_022474063.1,phylloquinone omega-hydroxylase CYP4F2-like,14238
NC_035783.1,30156546,30167005,30156546,30167005,111128450,XM_022474060.1,dimethylaniline monooxygenase [N-oxide-forming] 2-like,10459
NC_035783.1,30170407,30174366,30170407,30174366,111131761,XM_022479440.1,uncharacterized LOC111131761,3959
NC_035783.1,30175445,30176761,30175445,30176761,111129600,XM_022476054.1,uncharacterized protein F54H12.2-like,1316
NC_035783.1,30188820,30196422,30188820,30196422,111129011,XM_022475056.1,translation initiation factor IF-2-like,7602
NC_035783.1,30219093,30225165,30219093,30225165,111129010,XM_022475055.1,bacitracin synthase 3-like,6072
NC_035783.1,30226263,30230604,30226263,30230604,111130944,XM_022478243.1,Sjoegren syndrome/scleroderma autoantigen 1 homolog,4341
NC_035783.1,30230624,30242121,30230624,30242121,111130943,XM_022478240.1,TATA element modulatory factor-like,11497
NC_035783.1,30246567,30253216,30246567,30253216,111131640,XM_022479264.1,retina and anterior neural fold homeobox protein 2-like,6649
NC_035783.1,30254177,30260745,30254177,30260745,111131226,XM_022478654.1,sex-determining region Y protein-like,6568
NC_035783.1,30264202,30268246,30264202,30268246,111130760,XM_022477989.1,TATA box-binding protein-associated factor RNA polymerase I subunit A-like,4044
NC_035783.1,30269358,30273051,30269358,30273051,111131036,XM_022478364.1,eukaryotic translation initiation factor 3 subunit K-like,3693
NC_035783.1,30273267,30274618,30273267,30274618,111129850,XM_022476336.1,tetratricopeptide repeat protein 9C-like,1351
NC_035783.1,30274817,30296518,30274817,30296518,111129851,XM_022476337.1,centrosomal protein of 128 kDa-like,21701
NC_035783.1,30297318,30300329,30297318,30300329,111128365,XM_022473950.1,neo-calmodulin-like,3011
NC_035783.1,30332270,30333548,30332270,30333548,111131317,XM_022478789.1,proline-rich protein 12-like,1278
NC_035783.1,30333575,30340901,30333575,30340901,111129601,XM_022476055.1,VWFA and cache domain-containing protein 1-like,7326
NC_035783.1,30341669,30344717,30341669,30344717,111129602,XM_022476056.1,uncharacterized LOC111129602,3048
NC_035783.1,30345309,30346587,30345309,30346587,111131318,XM_022478790.1,proline-rich protein 12-like,1278
NC_035783.1,30363604,30370760,30365261,30370760,111130074,XM_022476762.1,uncharacterized LOC111130074,5499
NC_035783.1,30371263,30384645,30371263,30384645,111130073,XM_022476760.1,uncharacterized LOC111130073,13382
NC_035783.1,30384605,30399684,30384605,30399684,111130072,XM_022476759.1,McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin-like,15079
NC_035783.1,30401402,30411267,30401402,30411267,111131517,XM_022479099.1,UBX domain-containing protein 1-like,9865
NC_035783.1,30411922,30413851,30411922,30413851,111131518,XM_022479100.1,probable palmitoyltransferase ZDHHC24,1929
NC_035783.1,30414391,30449529,30414391,30449529,111129603,XM_022476057.1,tankyrase-like protein,35138
NC_035783.1,30460542,30463283,30460542,30463283,111128137,XM_022473602.1,uncharacterized LOC111128137,2741
NC_035783.1,30467246,30477825,30467246,30477825,111129166,XM_022475352.1,polypeptide N-acetylgalactosaminyltransferase 2-like,10579
NC_035783.1,30485321,30522341,30485321,30522341,111129165,XM_022475351.1,estrogen receptor beta-like,37020
NC_035783.1,30546175,30573733,30546175,30573733,111131243,XM_022478682.1,kinase suppressor of Ras 1-like,27558
NC_035783.1,30579910,30638841,30579910,30638841,111129005,XM_022475036.1,small conductance calcium-activated potassium channel protein 2-like,58931
NC_035783.1,30654226,30667308,30654226,30667308,111131026,XM_022478348.1,vacuolar protein sorting-associated protein 33B-like,13082
NC_035783.1,30668461,30674709,30668461,30674709,111131740,XM_022479411.1,T-complex protein 1 subunit gamma-like,6248
NC_035783.1,30681594,30779854,30681594,30779836,111131099,XM_022478450.1,protein unc-13 homolog A-like,98242
NC_035783.1,30788548,30795846,30788548,30795846,111130553,XM_022477702.1,coiled-coil domain-containing protein 112-like,7298
NC_035783.1,30796057,30812320,30796057,30812320,111130428,XM_022477500.1,peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase-like,16263
NC_035783.1,30813413,30822868,30813413,30822868,111130825,XM_022478067.1,uncharacterized LOC111130825,9455
NC_035783.1,30823074,30858632,30823074,30858632,111130790,XM_022478028.1,probable ATP-dependent RNA helicase DHX34,35558
NC_035783.1,30859339,30861125,30859340,30861125,111130791,XM_022478031.1,protein FAM136A-like,1785
NC_035783.1,30862457,30866601,30862457,30866601,111131044,XM_022478373.1,protein FAM136A-like,4144
NC_035783.1,30866670,30884039,30866670,30884039,111131043,XM_022478372.1,DNA polymerase epsilon subunit 2-like,17369
NC_035783.1,30908830,30911263,30908830,30911263,111130190,XM_022476957.1,antistasin-like,2433
NC_035783.1,30912846,30927090,30912846,30927090,111130189,XM_022476956.1,acid phosphatase type 7-like,14244
NC_035783.1,30943997,30950791,30943997,30950791,111130594,XM_022477760.1,vesicular glutamate transporter 3-like,6794
NC_035783.1,30952688,30959232,30952688,30959232,111131001,XM_022478317.1,vesicular glutamate transporter 3-like,6544
NC_035783.1,30960827,30966664,30960827,30966664,111130930,XM_022478218.1,vesicular glutamate transporter 3-like,5837
NC_035783.1,30966871,30972830,30966871,30972830,111130931,XM_022478220.1,F-box/WD repeat-containing protein 5-like,5959
NC_035783.1,30973854,30976097,30973854,30976097,111131002,XM_022478319.1,uncharacterized LOC111131002,2243
NC_035783.1,30977999,30985828,30977999,30985828,111130229,XM_022477015.1,putative amine oxidase [copper-containing],7829
NC_035783.1,30987316,31004585,30987316,31004585,111131544,XM_022479137.1,integrator complex subunit 14-like,17269
NC_035783.1,31007739,31048110,31007739,31048110,111130283,XM_022477129.1,sodium/potassium/calcium exchanger 1-like,40371
NC_035783.1,31052110,31057276,31052110,31057276,111129604,XM_022476058.1,uncharacterized LOC111129604,5166
NC_035783.1,31063924,31074079,31063924,31074079,111128507,XM_022474132.1,glucosylceramidase-like,10155
NC_035783.1,31074105,31082661,31074105,31082661,111128500,XM_022474123.1,protein phosphatase 1 regulatory subunit 36-like,8556
NC_035783.1,31087236,31106547,31087236,31106547,111128209,XM_022473703.1,MAP/microtubule affinity-regulating kinase 3-like,19311
NC_035783.1,31110425,31112487,31110425,31112487,111130804,XM_022478050.1,growth hormone secretagogue receptor type 1-like,2062
NC_035783.1,31115399,31133707,31115399,31133707,111128248,XM_022473776.1,S1 RNA-binding domain-containing protein 1-like,18308
NC_035783.1,31136185,31140628,31136185,31140628,111130117,XM_022476837.1,DNA repair protein XRCC3-like,4443
NC_035783.1,31140624,31157734,31140624,31157734,111130115,XM_022476834.1,rab3 GTPase-activating protein non-catalytic subunit-like,17110
NC_035783.1,31157849,31169260,31157849,31169260,111130116,XM_022476836.1,isoleucine--tRNA ligase,11411
NC_035783.1,31169430,31174015,31169430,31174015,111127767,XM_022473007.1,integral membrane protein GPR137B-like,4585
NC_035783.1,31175401,31180216,31175401,31180216,111130891,XM_022478161.1,protein SREK1IP1-like,4815
NC_035783.1,31181409,31193224,31181409,31193224,111130649,XM_022477820.1,3-hydroxyanthranilate 3,11815
NC_035783.1,31192988,31195062,31192988,31195062,111130648,XM_022477816.1,uncharacterized LOC111130648,2074
NC_035783.1,31195356,31198339,31195356,31198339,111129605,XM_022476060.1,uncharacterized LOC111129605,2983
NC_035783.1,31199622,31206012,31199622,31206012,111127941,XM_022473270.1,N-acetylated-alpha-linked acidic dipeptidase 2-like,6390
NC_035783.1,31208107,31222379,31208107,31222379,111131441,XM_022478978.1,putative N-acetylated-alpha-linked acidic dipeptidase,14272
NC_035783.1,31225840,31230665,31225840,31230665,111128740,XM_022474555.1,kyphoscoliosis peptidase-like,4825
NC_035783.1,31231765,31233926,31231765,31233926,111129606,XM_022476061.1,uncharacterized LOC111129606,2161
NC_035783.1,31236264,31249410,31236264,31249410,111127738,XM_022472970.1,uncharacterized LOC111127738,13146
NC_035783.1,31255403,31271755,31255403,31271755,111127912,XM_022473237.1,proteasome subunit alpha type-6-like,16352
NC_035783.1,31272243,31280782,31272243,31280782,111127837,XM_022473108.1,adenosine 3'-phospho 5'-phosphosulfate transporter 1-like,8539
NC_035783.1,31286523,31298862,31286523,31298862,111130908,XM_022478179.1,acid phosphatase type 7-like,12339
NC_035783.1,31301058,31302615,31301058,31302615,111130909,XM_022478180.1,antistasin-like,1557
NC_035783.1,31339381,31365857,31339381,31365857,111130314,XM_022477213.1,macrophage mannose receptor 1-like,26476
NC_035783.1,31370260,31371132,31370260,31371132,111129607,XM_022476062.1,uncharacterized LOC111129607,872
NC_035783.1,31375179,31378210,31375179,31378210,111128714,XM_022474503.1,protein O-linked-mannose beta-1,3031
NC_035783.1,31380551,31397796,31380551,31397796,111131605,XM_022479216.1,uncharacterized LOC111131605,17245
NC_035783.1,31382584,31383931,31382584,31383931,111131606,XM_022479217.1,uncharacterized LOC111131606,1347
NC_035783.1,31403766,31408967,31403766,31408967,111129608,XM_022476063.1,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like,5201
NC_035783.1,31415422,31416612,31415422,31416612,111129609,XM_022476064.1,multiple epidermal growth factor-like domains protein 6,1190
NC_035783.1,31418021,31420706,31418021,31420706,111130893,XM_022478165.1,uncharacterized LOC111130893,2685
NC_035783.1,31423218,31438551,31423218,31438551,111130669,XM_022477848.1,uncharacterized LOC111130669,15333
NC_035783.1,31440276,31444852,31440276,31444852,111128824,XM_022474713.1,kyphoscoliosis peptidase-like,4576
NC_035783.1,31445386,31459758,31445386,31459758,111127797,XM_022473046.1,N-acetylated-alpha-linked acidic dipeptidase 2-like,14372
NC_035783.1,31462136,31468595,31462136,31468595,111128108,XM_022473565.1,N-acetylated-alpha-linked acidic dipeptidase 2-like,6459
NC_035783.1,31472076,31473427,31472076,31473427,111127957,XM_022473287.1,uncharacterized LOC111127957,1351
NC_035783.1,31473579,31475720,31473579,31475720,111130845,XM_022478096.1,uncharacterized LOC111130845,2141
NC_035783.1,31479189,31485193,31479189,31485193,111131775,XM_022479479.1,3-hydroxyanthranilate 3,6004
NC_035783.1,31486397,31492218,31486397,31492218,111131057,XM_022478392.1,protein SREK1IP1-like,5821
NC_035783.1,31495659,31499177,31495659,31499177,111130426,XM_022477496.1,integral membrane protein GPR137B-like,3518
NC_035783.1,31499349,31510794,31499349,31510794,111130233,XM_022477020.1,isoleucine--tRNA ligase,11445
NC_035783.1,31510753,31526602,31510753,31526602,111130232,XM_022477019.1,rab3 GTPase-activating protein non-catalytic subunit-like,15849
NC_035783.1,31526680,31530890,31526680,31530890,111130234,XM_022477021.1,DNA repair protein XRCC3-like,4210
NC_035783.1,31532422,31555192,31532422,31555192,111128332,XM_022473907.1,S1 RNA-binding domain-containing protein 1-like,22770
NC_035783.1,31558686,31559654,31558686,31559654,111129610,XM_022476065.1,growth hormone secretagogue receptor type 1-like,968
NC_035783.1,31566725,31579824,31566725,31579824,111129056,XM_022475126.1,MAP/microtubule affinity-regulating kinase 3-like,13099
NC_035783.1,31588971,31599889,31588971,31599887,111129124,XM_022475255.1,protein phosphatase 1 regulatory subunit 36-like,10916
NC_035783.1,31599893,31621606,31599893,31621606,111129123,XM_022475253.1,glucosylceramidase-like,21713
NC_035783.1,31620967,31662627,31620967,31662627,111129121,XM_022475247.1,sodium/potassium/calcium exchanger 1-like,41660
NC_035783.1,31665766,31683278,31665766,31683278,111131786,XM_022479489.1,integrator complex subunit 14-like,17512
NC_035783.1,31684844,31692889,31684844,31692889,111128807,XM_022474680.1,putative amine oxidase [copper-containing],8045
NC_035783.1,31694765,31696681,31694765,31696681,111128813,XM_022474688.1,uncharacterized LOC111128813,1916
NC_035783.1,31697357,31703285,31697357,31703285,111128809,XM_022474683.1,F-box/WD repeat-containing protein 5-like,5928
NC_035783.1,31703760,31708968,31703760,31708968,111128811,XM_022474685.1,vesicular glutamate transporter 3-like,5208
NC_035783.1,31718303,31726152,31718303,31726152,111128812,XM_022474687.1,vesicular glutamate transporter 3-like,7849
NC_035783.1,31732497,31737760,31732497,31737760,111128258,XM_022473793.1,BLOC-1-related complex subunit 8-like,5263
NC_035783.1,31739659,31743435,31739659,31743435,111130549,XM_022477699.1,ATP synthase subunit alpha,3776
NC_035783.1,31750051,32121457,31750051,32121457,111128529,XM_022474165.1,ryanodine receptor-like,371406
NC_035783.1,31824888,31832764,31824888,31832764,111128556,XM_022474234.1,UPF0696 protein C11orf68 homolog,7876
NC_035783.1,31841392,31856234,31841392,31856234,111128550,XM_022474223.1,UPF0696 protein C11orf68 homolog,14842
NC_035783.1,31847272,31879535,31847272,31879535,111128552,XM_022474227.1,HAUS augmin-like complex subunit 1,32263
NC_035783.1,31861787,31867019,31861787,31867019,111128545,XM_022474206.1,protein disulfide-isomerase A3-like,5232
NC_035783.1,31870053,31873684,31870053,31873684,111128559,XM_022474238.1,methyl-CpG-binding domain protein 2-like,3631
NC_035783.1,31879658,31896741,31879658,31896741,111128537,XM_022474191.1,uncharacterized LOC111128537,17083
NC_035783.1,31897989,31926419,31897989,31926419,111128533,XM_022474185.1,leucine-rich repeat serine/threonine-protein kinase 1-like,28430
NC_035783.1,31935259,31940417,31935259,31940417,111128558,XM_022474236.1,tetraspanin-3-like,5158
NC_035783.1,31945016,31956149,31945016,31956149,111128542,XM_022474197.1,neuronal acetylcholine receptor subunit beta-3-like,11133
NC_035783.1,31958287,31962070,31958287,31962070,111128546,XM_022474207.1,myocyte-specific enhancer factor 2C-like,3783
NC_035783.1,31965798,31968656,31965798,31968656,111128538,XM_022474194.1,DET1 homolog,2858
NC_035783.1,31969849,31990681,31969849,31990681,111128536,XM_022474190.1,uncharacterized LOC111128536,20832
NC_035783.1,31990929,31993439,31990929,31993439,111128562,XM_022474241.1,frataxin,2510
NC_035783.1,31997716,32035467,31997716,32035467,111128543,XM_022474200.1,myocyte-specific enhancer factor 2C-like,37751
NC_035783.1,32038799,32053123,32038799,32053123,111128564,XM_022474244.1,E3 SUMO-protein ligase PIAS2-like,14324
NC_035783.1,32053680,32056088,32053680,32056088,111128563,XM_022474242.1,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7,2408
NC_035783.1,32058529,32093829,32058529,32093829,111128530,XM_022474166.1,ryanodine receptor-like,35300
NC_035783.1,32125475,32145477,32125475,32145477,111128549,XM_022474217.1,UPF0696 protein C11orf68 homolog,20002
NC_035783.1,32155905,32166557,32155905,32166557,111128555,XM_022474233.1,UPF0696 protein C11orf68 homolog,10652
NC_035783.1,32166524,32171974,32166524,32171973,111128553,XM_022474229.1,HAUS augmin-like complex subunit 1,5449
NC_035783.1,32172385,32177617,32172385,32177617,111128544,XM_022474205.1,protein disulfide-isomerase A3-like,5232
NC_035783.1,32181886,32186072,32181886,32186072,111128560,XM_022474239.1,methyl-CpG-binding domain protein 2-like,4186
NC_035783.1,32186011,32192928,32186011,32192928,111128561,XM_022474240.1,telomere repeats-binding bouquet formation protein 2-like,6917
NC_035783.1,32193131,32208073,32193131,32208073,111129611,XM_022476067.1,uncharacterized LOC111129611,14942
NC_035783.1,32212027,32247522,32212027,32247522,111128531,XM_022474176.1,leucine-rich repeat serine/threonine-protein kinase 1-like,35495
NC_035783.1,32257625,32262891,32257625,32262891,111128557,XM_022474235.1,tetraspanin-3-like,5266
NC_035783.1,32265689,32273251,32265689,32273251,111128540,XM_022474196.1,neuronal acetylcholine receptor subunit beta-3-like,7562
NC_035783.1,32273648,32279114,32273648,32279114,111128548,XM_022474213.1,myocyte-specific enhancer factor 2C-like,5466
NC_035783.1,32280440,32283578,32280440,32283578,111128539,XM_022474195.1,DET1 homolog,3138
NC_035783.1,32284743,32305940,32284743,32305940,111128535,XM_022474186.1,uncharacterized LOC111128535,21197
NC_035783.1,32306164,32308677,32306164,32308677,111130805,XM_022478051.1,frataxin,2513
NC_035783.1,32315111,32352593,32315111,32352593,111129167,XM_022475354.1,myocyte-specific enhancer factor 2C-like,37482
NC_035783.1,32354253,32370879,32354253,32370879,111129295,XM_022475579.1,E3 SUMO-protein ligase PIAS2-like,16626
NC_035783.1,32370889,32376284,32370889,32376284,111129296,XM_022475581.1,NADH-quinone oxidoreductase subunit B 2-like,5395
NC_035783.1,32379553,32382734,32379553,32382734,111128580,XM_022474258.1,40S ribosomal protein S15-like,3181
NC_035783.1,32386125,32390766,32386125,32390766,111130861,XM_022478118.1,uncharacterized LOC111130861,4641
NC_035783.1,32393527,32401977,32393527,32401977,111128910,XM_022474863.1,retinal dehydrogenase 2-like,8450
NC_035783.1,32411180,32424850,32411180,32424850,111128909,XM_022474862.1,alpha-mannosidase 2-like,13670
NC_035783.1,32451021,32459097,32451021,32459097,111129007,XM_022475050.1,uncharacterized LOC111129007,8076
NC_035783.1,32462443,32481109,32462443,32481109,111129009,XM_022475052.1,echinoderm microtubule-associated protein-like 2,18666
NC_035783.1,32483362,32530301,32483362,32530301,111131749,XM_022479420.1,dynein heavy chain 6,46939
NC_035783.1,32531127,32552038,32531127,32552038,111129190,XM_022475426.1,uncharacterized LOC111129190,20911
NC_035783.1,32559055,32560124,32559055,32560124,111131637,XM_022479259.1,histone H1-delta-like,1069
NC_035783.1,32571064,32589233,32571064,32589233,111130082,XM_022476777.1,myotubularin-related protein 10-A-like,18169
NC_035783.1,32635350,32637033,32635350,32637033,111130954,XM_022478260.1,fork head domain-containing protein FD4-like,1683
NC_035783.1,32664594,32671463,32664594,32671460,111128123,XM_022473581.1,methylmalonyl-CoA epimerase,6866
NC_035783.1,32682332,32685982,32682332,32685982,111129106,XM_022475225.1,heme-binding protein 2-like,3650
NC_035783.1,32691906,32696166,32691906,32696166,111129105,XM_022475224.1,heme-binding protein 2-like,4260
NC_035783.1,32696867,32698931,32696867,32698931,111129107,XM_022475226.1,heme-binding protein 2-like,2064
NC_035783.1,32705654,32718399,32705654,32718399,111129104,XM_022475223.1,microphthalmia-associated transcription factor-like,12745
NC_035783.1,32742262,32752591,32742262,32752591,111129103,XM_022475222.1,polypeptide N-acetylgalactosaminyltransferase 1-like,10329
NC_035783.1,32775773,32791117,32775773,32791117,111130541,XM_022477689.1,stAR-related lipid transfer protein 5-like,15344
NC_035783.1,32797022,32804261,32797022,32804261,111128157,XM_022473630.1,HCLS1-associated protein X-1-like,7239
NC_035783.1,32815116,32823513,32815116,32823513,111128418,XM_022474014.1,lysine-specific demethylase 8-like,8397
NC_035783.1,32870134,32872633,32870134,32872633,111129612,XM_022476068.1,uncharacterized LOC111129612,2499
NC_035783.1,32890315,32900137,32890315,32900137,111131516,XM_022479098.1,uncharacterized LOC111131516,9822
NC_035783.1,32901750,32906323,32901750,32906323,111131067,XM_022478403.1,uncharacterized LOC111131067,4573
NC_035783.1,32911904,32920420,32911904,32920420,111131068,XM_022478404.1,uncharacterized LOC111131068,8516
NC_035783.1,32929094,32946526,32929094,32946526,111129613,XM_022476069.1,uncharacterized LOC111129613,17432
NC_035783.1,32947186,32952183,32947186,32952183,111127887,XM_022473187.1,uncharacterized LOC111127887,4997
NC_035783.1,32957724,32966612,32957724,32966612,111128594,XM_022474309.1,cell division control protein 42 homolog,8888
NC_035783.1,32979220,32999515,32979223,32999515,111128069,XM_022473480.1,neuropeptide prohormone-4-like,20292
NC_035783.1,33028166,33070367,33028166,33070367,111129467,XM_022475860.1,anaphase-promoting complex subunit 1-like,42201
NC_035783.1,33070391,33076839,33070391,33076839,111129470,XM_022475861.1,RAB6A-GEF complex partner protein 2-like,6448
NC_035783.1,33081648,33097226,33081648,33097226,111131758,XM_022479435.1,homeobox protein MSH-D-like,15578
NC_035783.1,33102504,33108445,33102504,33108445,111129903,XM_022476434.1,calcineurin subunit B type 1,5941
NC_035783.1,33108444,33120317,33108444,33120317,111129902,XM_022476433.1,elongation factor 1-gamma-like,11873
NC_035783.1,33123293,33139357,33123293,33139357,111128079,XM_022473493.1,uncharacterized LOC111128079,16064
NC_035783.1,33155820,33190051,33155820,33190051,111128981,XM_022474983.1,limbic system-associated membrane protein-like,34231
NC_035783.1,33191148,33208091,33191148,33208091,111129614,XM_022476070.1,nesprin-1-like,16943
NC_035783.1,33207066,33247577,33207066,33247577,111128980,XM_022474982.1,nesprin-1-like,40511
NC_035783.1,33252754,33336950,33252754,33336950,111128979,XM_022474970.1,nesprin-1-like,84196
NC_035783.1,33342363,33344009,33342363,33344009,111130502,XM_022477644.1,tubulin-specific chaperone C-like,1646
NC_035783.1,33348266,33359611,33348266,33359611,111129615,XM_022476071.1,myb-like protein X,11345
NC_035783.1,33365266,33373282,33365266,33373282,111130642,XM_022477809.1,protein dispatched homolog 1-like,8016
NC_035783.1,33374421,33394738,33374421,33394738,111128416,XM_022474012.1,uncharacterized LOC111128416,20317
NC_035783.1,33400418,33402891,33400418,33402891,111128860,XM_022474764.1,uncharacterized LOC111128860,2473
NC_035783.1,33415500,33426487,33415500,33426487,111131756,XM_022479433.1,cell death regulator Aven-like,10987
NC_035783.1,33426178,33430351,33426178,33430351,111131755,XM_022479432.1,dehydrogenase/reductase SDR family member 7-like,4173
NC_035783.1,33467670,33468362,33467670,33468362,111129616,XM_022476072.1,uncharacterized LOC111129616,692
NC_035783.1,33468653,33483814,33468653,33483814,111131389,XM_022478880.1,synaptotagmin-A-like,15161
NC_035783.1,33491215,33496519,33491215,33496519,111129618,XM_022476073.1,solute carrier family 22 member 6-A-like,5304
NC_035783.1,33508775,33510351,33508775,33510351,111131040,XM_022478369.1,forkhead box protein B1-like,1576
NC_035783.1,33536808,33578177,33536808,33578177,111129706,XM_022476169.1,fibrillin-2-like,41369
NC_035783.1,33583275,33588079,33583275,33588079,111129707,XM_022476172.1,probable peptidylglycine alpha-hydroxylating monooxygenase 1,4804
NC_035783.1,33588827,33594122,33588827,33594122,111130575,XM_022477733.1,peptidylglycine alpha-hydroxylating monooxygenase-like,5295
NC_035783.1,33608683,33642355,33608683,33642355,111128313,XM_022473874.1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like,33672
NC_035783.1,33653124,33655215,33653124,33655215,111129619,XM_022476074.1,uncharacterized LOC111129619,2091
NC_035783.1,33677624,33680544,33677624,33680544,111129204,XM_022475449.1,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase-like,2920
NC_035783.1,33680819,33695072,33680819,33695072,111129202,XM_022475446.1,A disintegrin and metalloproteinase with thrombospondin motifs 7-like,14253
NC_035783.1,33701221,33707119,33701221,33707119,111129203,XM_022475448.1,beta-lactamase domain-containing protein 2-like,5898
NC_035783.1,33715088,33719213,33715088,33719213,111127921,XM_022473251.1,peptidyl-prolyl cis-trans isomerase B-like,4125
NC_035783.1,33723340,33733094,33723340,33733094,111127886,XM_022473186.1,vesicular glutamate transporter 2.2-like,9754
NC_035783.1,33733353,33737861,33733353,33737861,111130458,XM_022477543.1,ADP-dependent glucokinase-like,4508
NC_035783.1,33738991,33751358,33738991,33751358,111130457,XM_022477542.1,uncharacterized LOC111130457,12367
NC_035783.1,33753073,33755549,33753073,33755549,111130980,XM_022478291.1,uncharacterized LOC111130980,2476
NC_035783.1,33755650,33758471,33755650,33758471,111131401,XM_022478902.1,immediate early response 3-interacting protein 1-like,2821
NC_035783.1,33764302,33779770,33764302,33779770,111130264,XM_022477091.1,deleted in malignant brain tumors 1 protein-like,15468
NC_035783.1,33779940,33785592,33779940,33785592,111128611,XM_022474341.1,peptidyl-prolyl cis-trans isomerase FKBP8-like,5652
NC_035783.1,33787799,33796830,33787799,33796830,111131675,XM_022479310.1,ubiquitin carboxyl-terminal hydrolase 3-like,9031
NC_035783.1,33803123,33809026,33803123,33809026,111131662,XM_022479294.1,ubiquitin-like protein FUBI,5903
NC_035783.1,33824479,33847427,33824479,33847427,111129069,XM_022475145.1,TNF receptor-associated factor 3-like,22948
NC_035783.1,33877898,33884311,33877898,33884311,111130689,XM_022477882.1,DNA-directed RNA polymerase II subunit RPB7,6413
NC_035783.1,33884678,33888429,33884678,33888429,111130937,XM_022478226.1,39S ribosomal protein L4,3751
NC_035783.1,33890066,33898155,33890066,33898155,111128369,XM_022473954.1,hydrolethalus syndrome protein 1 homolog,8089
NC_035783.1,33902745,33912510,33902745,33912510,111131826,XM_022479549.1,serine/threonine-protein kinase Nek2-like,9765
NC_035783.1,33912598,33939587,33912598,33939587,111130078,XM_022476767.1,zinc finger FYVE domain-containing protein 26-like,26989
NC_035783.1,33942343,33946661,33942343,33946661,111130763,XM_022477994.1,39S ribosomal protein L11,4318
NC_035783.1,33948040,33959095,33948040,33959095,111127840,XM_022473112.1,uncharacterized LOC111127840,11055
NC_035783.1,33972507,33976203,33972507,33976203,111131005,XM_022478324.1,major facilitator superfamily domain-containing protein 3-like,3696
NC_035783.1,33976976,33984765,33976976,33984765,111131006,XM_022478325.1,metaxin-1-like,7789
NC_035783.1,33984790,33992222,33984790,33992222,111131004,XM_022478321.1,vacuolar protein sorting-associated protein 45-like,7432
NC_035783.1,33994169,33998319,33994169,33998319,111128197,XM_022473687.1,uncharacterized LOC111128197,4150
NC_035783.1,33999732,34006604,33999732,34006604,111130238,XM_022477024.1,arrestin domain-containing protein 17-like,6872
NC_035783.1,34006608,34019870,34006608,34019870,111130237,XM_022477023.1,splicing factor 3B subunit 2-like,13262
NC_035783.1,34022237,34032732,34022237,34032732,111128176,XM_022473651.1,serine/threonine-protein kinase RIO2-like,10495
NC_035783.1,34033695,34043103,34033695,34043103,111128189,XM_022473673.1,serine incorporator 5-like,9408
NC_035783.1,34052539,34076510,34052539,34076510,111129994,XM_022476571.1,dual oxidase 2-like,23971
NC_035783.1,34077448,34084423,34077448,34084423,111131725,XM_022479383.1,outer dense fiber protein 3-like,6975
NC_035783.1,34097016,34116883,34097016,34116883,111129620,XM_022476075.1,uncharacterized LOC111129620,19867
NC_035783.1,34107928,34109337,34107928,34109337,111130186,XM_022476949.1,uncharacterized LOC111130186,1409
NC_035783.1,34120543,34131437,34120543,34131437,111131280,XM_022478727.1,ankyrin repeat and LEM domain-containing protein 1-like,10894
NC_035783.1,34133790,34138274,34133790,34138274,111128823,XM_022474712.1,calmodulin-alpha-like,4484
NC_035783.1,34140627,34146010,34140627,34146010,111127940,XM_022473268.1,serum response factor-binding protein 1-like,5383
NC_035783.1,34148577,34152347,34148577,34152347,111131497,XM_022479063.1,lysM and putative peptidoglycan-binding domain-containing protein 3-like,3770
NC_035783.1,34157848,34159073,34157848,34159073,111130437,XM_022477511.1,rhomboid-related protein 4-like,1225
